Course Code,Course Name,Credits,Section Code,Section Number,CRN,Enrollment,Professor,Notes,Schedule
ARCH110,TOOLS AND TECHNIQUES I,3.0,ARCH110,FPH,95644,0 \/ 0,,Honors Course,
ARCH110,TOOLS AND TECHNIQUES I,3.0,ARCH110,H03,96534,0 \/ 0,"Ogorzalek, Thomas",Honors Course,Wed 10:00-11:20 at WEST 258; Tue 08:30-09:50 at WEST LECT 1
ARCH195,ARCHITECTURE STUDIO I,4.0,ARCH195,001,90058,34 \/ 50,"Ogorzalek, Thomas",,Mon 13:00-17:20 at  ; Thu 13:00-17:20 at  
ARCH195,ARCHITECTURE STUDIO I,4.0,ARCH195,003,90059,0 \/ 0,"Ogorzalek, Thomas",,Mon 13:00-17:20 at  ; Thu 13:00-17:20 at  
ARCH195,ARCHITECTURE STUDIO I,4.0,ARCH195,005,90060,0 \/ 0,,,Mon 13:00-17:20 at  ; Thu 13:00-17:20 at  
ARCH195,ARCHITECTURE STUDIO I,4.0,ARCH195,007,90061,0 \/ 0,,,Mon 13:00-17:20 at  ; Thu 13:00-17:20 at  
ARCH195,ARCHITECTURE STUDIO I,4.0,ARCH195,009,90062,0 \/ 0,,,Mon 13:00-17:20 at  ; Thu 13:00-17:20 at  
ARCH195,ARCHITECTURE STUDIO I,4.0,ARCH195,011,90063,0 \/ 0,,,Mon 13:00-17:20 at  ; Thu 13:00-17:20 at  
ARCH195,ARCHITECTURE STUDIO I,4.0,ARCH195,013,90064,0 \/ 0,,,Mon 13:00-17:20 at  ; Thu 13:00-17:20 at  
ARCH195,ARCHITECTURE STUDIO I,4.0,ARCH195,015,90065,0 \/ 0,,,Mon 13:00-17:20 at  ; Thu 13:00-17:20 at  
ARCH195,ARCHITECTURE STUDIO I,4.0,ARCH195,017,90066,0 \/ 0,,,Mon 13:00-17:20 at  ; Thu 13:00-17:20 at  
ARCH195,ARCHITECTURE STUDIO I,4.0,ARCH195,019,90067,0 \/ 0,,,Mon 13:00-17:20 at  ; Thu 13:00-17:20 at  
ARCH195,ARCHITECTURE STUDIO I,4.0,ARCH195,021,90068,0 \/ 0,,,Mon 13:00-17:20 at  ; Thu 13:00-17:20 at  
ARCH195,ARCHITECTURE STUDIO I,4.0,ARCH195,023,90069,0 \/ 0,,,Mon 13:00-17:20 at  ; Thu 13:00-17:20 at  
ARCH195,ARCHITECTURE STUDIO I,4.0,ARCH195,025,90070,0 \/ 0,,,Mon 13:00-17:20 at  ; Thu 13:00-17:20 at  
ARCH195,ARCHITECTURE STUDIO I,4.0,ARCH195,FP,95645,0 \/ 0,,,
ARCH195,ARCHITECTURE STUDIO I,4.0,ARCH195,FPH,95646,0 \/ 0,,Honors Course,
ARCH195,ARCHITECTURE STUDIO I,4.0,ARCH195,H01,90071,0 \/ 15,,Honors Course,Mon 13:00-17:20 at  ; Thu 13:00-17:20 at  
ARCH210,HISTORY OF ARCHITECTURE I,3.0,ARCH210,003,90073,127 \/ 128,"Godel, Addison",,Mon 11:30-12:50 at TIER LECT 1; Wed 11:30-12:50 at TIER LECT 1
ARCH210,HISTORY OF ARCHITECTURE I,3.0,ARCH210,HM3,96087,5 \/ 15,"Godel, Addison",Honors Course,Mon 11:30-12:50 at TIER LECT 1; Wed 11:30-12:50 at TIER LECT 1
ARCH223,CONSTRUCTION I,3.0,ARCH223,001,96261,90 \/ 90,"Bess, Mark",Hybrid Course,Tue 08:30-09:50 at KUPF 118
ARCH223,CONSTRUCTION I,3.0,ARCH223,003,96262,56 \/ 90,"Bess, Mark",Hybrid Course,Thu 08:30-09:50 at KUPF 118
ARCH295,ARCHITECTURE STUDIO III,4.0,ARCH295,001,90077,150 \/ 180,,,Mon 13:00-17:20 at  ; Thu 13:00-17:20 at  
ARCH295,ARCHITECTURE STUDIO III,4.0,ARCH295,003,90078,0 \/ 0,,,Mon 13:00-17:20 at  ; Thu 13:00-17:20 at  
ARCH295,ARCHITECTURE STUDIO III,4.0,ARCH295,005,90079,0 \/ 0,,,Mon 13:00-17:20 at  ; Thu 13:00-17:20 at  
ARCH295,ARCHITECTURE STUDIO III,4.0,ARCH295,007,90080,0 \/ 0,,,Mon 13:00-17:20 at  ; Thu 13:00-17:20 at  
ARCH295,ARCHITECTURE STUDIO III,4.0,ARCH295,009,90081,0 \/ 0,,,Mon 13:00-17:20 at  ; Thu 13:00-17:20 at  
ARCH295,ARCHITECTURE STUDIO III,4.0,ARCH295,011,90082,0 \/ 0,,,Mon 13:00-17:20 at  ; Thu 13:00-17:20 at  
ARCH295,ARCHITECTURE STUDIO III,4.0,ARCH295,013,90083,0 \/ 0,,,Mon 13:00-17:20 at  ; Thu 13:00-17:20 at  
ARCH295,ARCHITECTURE STUDIO III,4.0,ARCH295,017,90084,0 \/ 0,,,Mon 13:00-17:20 at  ; Thu 13:00-17:20 at  
ARCH295,ARCHITECTURE STUDIO III,4.0,ARCH295,019,90085,0 \/ 0,,,Mon 13:00-17:20 at  ; Thu 13:00-17:20 at  
ARCH295,ARCHITECTURE STUDIO III,4.0,ARCH295,021,90086,0 \/ 0,,,Mon 13:00-17:20 at  ; Thu 13:00-17:20 at  
ARCH295,ARCHITECTURE STUDIO III,4.0,ARCH295,023,90087,0 \/ 0,,,Mon 13:00-17:20 at  ; Thu 13:00-17:20 at  
ARCH301,DIGITAL MODELING & FABRICATION,3.0,ARCH301,001,90088,20 \/ 20,"Marchetto, Vincent",,Tue 14:30-17:20 at WEST 140
ARCH301,DIGITAL MODELING & FABRICATION,3.0,ARCH301,101,90089,20 \/ 20,"Marchetto, Vincent",,Tue 18:00-20:50 at WEST 140
ARCH301,DIGITAL MODELING & FABRICATION,3.0,ARCH301,103,90090,20 \/ 20,"Marchetto, Vincent",,Thu 18:00-20:50 at WEST 140
ARCH303,STRUCTURES I,3.0,ARCH303,001,90091,125 \/ 134,"Taher, Rima",,Tue 10:00-11:20 at WEST LECT 1; Fri 10:00-11:20 at WEST LECT 1
ARCH309,ENVRMNTAL CONTROL SYSTEMS I,3.0,ARCH309,003,90093,44 \/ 70,,Hybrid Course<br\/>https:\/\/www.njit.edu\/registrar\/instructionaldelivery\/,Thu 08:30-09:50 at WEST LECT 1
ARCH309,ENVRMNTAL CONTROL SYSTEMS I,3.0,ARCH309,005,96292,90 \/ 90,"Kim, Hyojin",Hybrid Course<br\/>https:\/\/www.njit.edu\/registrar\/instructionaldelivery\/,Thu 10:00-11:20 at WEST LECT 1
ARCH310,CO-OP WORK EXPERIENCE I,3.0,ARCH310,001,90094,0 \/ 19,"Cays, John",See department for permission to enroll.,
ARCH310,CO-OP WORK EXPERIENCE I,3.0,ARCH310,002,90095,0 \/ 19,,See department for permission to enroll.,
ARCH310,CO-OP WORK EXPERIENCE I,3.0,ARCH310,003,90096,0 \/ 19,"Cays, John",See department for permission to enroll.,
ARCH310,CO-OP WORK EXPERIENCE I,3.0,ARCH310,004,90097,0 \/ 19,,See department for permission to enroll.,
ARCH310,CO-OP WORK EXPERIENCE I,3.0,ARCH310,005,90098,0 \/ 19,"Cays, John",See department for permission to enroll.,
ARCH310,CO-OP WORK EXPERIENCE I,3.0,ARCH310,007,90099,0 \/ 19,"Cays, John",See department for permission to enroll.,
ARCH310,CO-OP WORK EXPERIENCE I,3.0,ARCH310,009,90100,0 \/ 19,"Cays, John",See department for permission to enroll.,
ARCH324,LANDSCAPE AND URBANISM,3.0,ARCH324,001,90101,128 \/ 150,"Harp, Cleveland",,Mon 10:00-11:20 at WEST LECT 1; Wed 10:00-11:20 at WEST LECT 1
ARCH332,ARCHITECTURE: IMAGE AND WORD I,3.0,ARCH332,001,90104,15 \/ 15,"Zdepski, Michael",,Mon 10:00-11:20 at WEST 650; Thu 10:00-11:20 at WEST 650
ARCH335,DIGITAL TECTONICS,3.0,ARCH335,101,90105,15 \/ 15,"Hurtado de Mendoza, Maria",,Tue 18:00-20:50 at WEST 260
ARCH337,BUILDING INFORMATION MODELING,3.0,ARCH337,001,96086,15 \/ 15,"Maghlakelidze, Mariami",,Tue 08:30-09:50 at WEST 140; Thu 08:30-09:50 at WEST 140
ARCH337,BUILDING INFORMATION MODELING,3.0,ARCH337,003,96330,15 \/ 15,"Fortunato, Benjamin",,Wed 08:30-11:20 at WEST 140
ARCH337,BUILDING INFORMATION MODELING,3.0,ARCH337,101,90106,15 \/ 15,"Warshofsky, Brandon",,Wed 18:00-20:50 at WEST 651
ARCH337,BUILDING INFORMATION MODELING,3.0,ARCH337,103,90107,15 \/ 15,"Ikharo, Hayyatu-deen",,Mon 18:00-20:50 at WEST 140
ARCH395,ARCHITECTURE STUDIO V,4.0,ARCH395,001,90110,150 \/ 150,,,Mon 13:00-17:20 at  ; Thu 13:00-17:20 at  
ARCH395,ARCHITECTURE STUDIO V,4.0,ARCH395,003,90111,0 \/ 0,,,Mon 13:00-17:20 at  ; Thu 13:00-17:20 at  
ARCH395,ARCHITECTURE STUDIO V,4.0,ARCH395,005,90112,0 \/ 0,,,Mon 13:00-17:20 at  ; Thu 13:00-17:20 at  
ARCH395,ARCHITECTURE STUDIO V,4.0,ARCH395,007,90113,0 \/ 0,,,Mon 13:00-17:20 at  ; Thu 13:00-17:20 at  
ARCH395,ARCHITECTURE STUDIO V,4.0,ARCH395,009,90114,0 \/ 0,,,Mon 13:00-17:20 at  ; Thu 13:00-17:20 at  
ARCH395,ARCHITECTURE STUDIO V,4.0,ARCH395,011,90115,0 \/ 0,,,Mon 13:00-17:20 at  ; Thu 13:00-17:20 at  
ARCH395,ARCHITECTURE STUDIO V,4.0,ARCH395,013,90116,0 \/ 0,,,Mon 13:00-17:20 at  ; Thu 13:00-17:20 at  
ARCH395,ARCHITECTURE STUDIO V,4.0,ARCH395,015,90117,0 \/ 0,,,Mon 13:00-17:20 at  ; Thu 13:00-17:20 at  
ARCH395,ARCHITECTURE STUDIO V,4.0,ARCH395,017,90118,0 \/ 0,,,Mon 13:00-17:20 at  ; Thu 13:00-17:20 at  
ARCH395,ARCHITECTURE STUDIO V,4.0,ARCH395,019,90119,0 \/ 0,,,Mon 13:00-17:20 at  ; Thu 13:00-17:20 at  
ARCH408,INVESTIGATION CONTEM LANDSCAPE,3.0,ARCH408,101,90120,15 \/ 15,"Stevens, Jeffrey",,Mon 18:00-20:50 at WEST 210
ARCH410,CO-OP WORK EXPERIENCE II,3.0,ARCH410,001,90121,0 \/ 19,"Cays, John",See department for permission to enroll.,
ARCH410,CO-OP WORK EXPERIENCE II,3.0,ARCH410,002,90122,0 \/ 19,"Cays, John",See department for permission to enroll.,
ARCH410,CO-OP WORK EXPERIENCE II,3.0,ARCH410,003,90123,0 \/ 19,"Cays, John",See department for permission to enroll.,
ARCH410,CO-OP WORK EXPERIENCE II,3.0,ARCH410,004,90124,0 \/ 19,"Cays, John",See department for permission to enroll.,
ARCH410,CO-OP WORK EXPERIENCE II,3.0,ARCH410,005,90125,0 \/ 19,"Cays, John",See department for permission to enroll.,
ARCH429,ADVANCED STRUCTURES,3.0,ARCH429,001,90126,14 \/ 15,"Taher, Rima",,Tue 13:00-14:20 at WEST 260; Fri 13:00-14:20 at WEST 260
ARCH432,P3 POST PRESENT PROCESSING,3.0,ARCH432,101,96146,15 \/ 15,"Savaskan, Dincer",,Mon 18:00-20:50 at WEST 310
ARCH463,OPTIONS STUDIO I,5.0,ARCH463,001,90127,8 \/ 8,"Zarzycki, Andrzej",,Mon 12:00-17:20 at  ; Thu 12:00-17:20 at  
ARCH463,OPTIONS STUDIO I,5.0,ARCH463,003,90128,8 \/ 8,"Gardner, Christopher",,Mon 12:00-17:20 at  ; Thu 12:00-17:20 at  
ARCH463,OPTIONS STUDIO I,5.0,ARCH463,005,90129,8 \/ 8,"Narahara, Taro",,Mon 12:00-17:20 at  ; Thu 12:00-17:20 at  
ARCH463,OPTIONS STUDIO I,5.0,ARCH463,007,90130,8 \/ 8,"Kolarevic, Branko",,Mon 12:00-17:20 at  ; Thu 12:00-17:20 at  
ARCH463,OPTIONS STUDIO I,5.0,ARCH463,009,90131,4 \/ 8,,,Mon 12:00-17:20 at  ; Thu 12:00-17:20 at  
ARCH464,OPTIONS STUDIO II,5.0,ARCH464,001,90132,7 \/ 7,"Zarzycki, Andrzej",,Mon 12:00-17:20 at WEST LECT 1; Thu 12:00-17:20 at WEST LECT 1
ARCH464,OPTIONS STUDIO II,5.0,ARCH464,003,90133,7 \/ 7,"Gardner, Christopher",,Mon 12:00-17:20 at  ; Thu 12:00-17:20 at  
ARCH464,OPTIONS STUDIO II,5.0,ARCH464,005,90134,3 \/ 7,"Narahara, Taro",,Mon 12:00-17:20 at  ; Thu 12:00-17:20 at  
ARCH464,OPTIONS STUDIO II,5.0,ARCH464,007,90135,1 \/ 7,"Kolarevic, Branko",,Mon 12:00-17:20 at  ; Thu 12:00-17:20 at  
ARCH464,OPTIONS STUDIO II,5.0,ARCH464,009,90136,0 \/ 7,,,Mon 12:00-17:20 at  ; Thu 12:00-17:20 at  
ARCH472,PROFESSIONAL PRACTICE I,3.0,ARCH472,001,90137,116 \/ 116,"Sollohub, Darius",,Tue 08:30-09:50 at GITC 1400; Fri 08:30-09:50 at GITC 1400
ARCH483,ST:,3.0,ARCH483,001,95983,15 \/ 15,"Dassing, Eugene",,Mon 10:00-11:20 at WEST 350; Thu 10:00-11:20 at WEST 350
ARCH483,ST:,3.0,ARCH483,003,90139,15 \/ 15,"Harp, Cleveland",,Tue 10:00-11:20 at WEST 258; Thu 10:00-11:20 at WEST 258
ARCH483,ST:,3.0,ARCH483,005,96328,4 \/ 15,"Garcia Figueroa, Julio",,Tue 11:30-12:50 at FMH 405; Thu 11:30-12:50 at FMH 405
ARCH483,ST:,3.0,ARCH483,101,90140,15 \/ 15,"Ferraro, Matteo",,Mon 18:00-20:50 at TIER 111
ARCH483,ST:,3.0,ARCH483,103,90141,15 \/ 15,"Kim, Donghyun",,Thu 18:00-20:50 at TIER 111
ARCH483,ST:,3.0,ARCH483,105,96153,15 \/ 15,"Berlinghieri, Joseph",,Thu 18:00-20:50 at TIER 114
ARCH483,ST:,3.0,ARCH483,107,90143,15 \/ 15,,,Wed 18:00-20:50 at TIER 108
ARCH483,ST:,3.0,ARCH483,109,96158,15 \/ 15,"Hutchinson, Robert",,Tue 18:00-20:50 at TIER 105
ARCH491,INDEPENDENT STUDY,1.0,ARCH491,001,90145,0 \/ 19,"Cays, John",See department for permission to enroll.,
ARCH491,INDEPENDENT STUDY,1.0,ARCH491,006,90146,0 \/ 19,"Cays, John",See department for permission to enroll.,
ARCH491,INDEPENDENT STUDY,1.0,ARCH491,015,90147,0 \/ 19,"Cays, John",See department for permission to enroll.,
ARCH493,INDEPENDENT STUDY,3.0,ARCH493,001,90148,0 \/ 19,,See department for permission to enroll.,
ARCH493,INDEPENDENT STUDY,3.0,ARCH493,010,90149,0 \/ 19,,See department for permission to enroll.,
ARCH493,INDEPENDENT STUDY,3.0,ARCH493,013,90150,0 \/ 19,,See department for permission to enroll.,
ARCH493,INDEPENDENT STUDY,3.0,ARCH493,014,90151,0 \/ 19,,See department for permission to enroll.,
ARCH493,INDEPENDENT STUDY,3.0,ARCH493,022,90152,0 \/ 19,,See department for permission to enroll.,
ARCH493,INDEPENDENT STUDY,3.0,ARCH493,037,90153,0 \/ 19,,See department for permission to enroll.,
ARCH495,ADV. ARCHITECTURE STUDIO I,5.0,ARCH495,001,90154,127 \/ 140,"Zdepski, Michael",,Mon 12:00-17:20 at WEST LECT 1; Thu 12:00-17:20 at WEST LECT 1
ARCH495,ADV. ARCHITECTURE STUDIO I,5.0,ARCH495,003,90155,0 \/ 0,"Zdepski, Michael",,Mon 12:00-17:20 at  ; Thu 12:00-17:20 at  
ARCH495,ADV. ARCHITECTURE STUDIO I,5.0,ARCH495,005,90156,0 \/ 0,,,Mon 12:00-17:20 at  ; Thu 12:00-17:20 at  
ARCH495,ADV. ARCHITECTURE STUDIO I,5.0,ARCH495,007,90157,0 \/ 0,,,Mon 12:00-17:20 at  ; Thu 12:00-17:20 at  
